player,pitch_mph,ev_mph,launch_angle,distance_ft
"Machado, Manny",92.2,108.3,20,399
"Arozarena, Randy",92.2,107.7,24,405
"Yastrzemski, Mike",92.2,99.5,27,373
"Farmer, Kyle",92.2,105.6,24,356
"Sheets, Gavin",92.2,102.1,29,400
"Laureano, Ramón",92.2,99.5,33,344
"Pollock, AJ",92.2,110.8,24,392
"Adames, Willy",92.2,100.1,31,379
"Stanton, Giancarlo",92.2,112.8,24,447
"Toro, Abraham",92.2,105.5,28,405
"Buxton, Byron",92.2,98.1,34,370
"Stanton, Giancarlo",92.2,114,16,393
"Urías, Ramón",92.2,106.2,24,383
"Hensley, David",92.2,104.9,21,353
"Flores, Wilmer",92.2,103.3,26,386
"Blackmon, Charlie",92.2,104.8,26,453
"Toro, Abraham",92.2,101.6,27,395
"Wisdom, Patrick",92.2,105.9,28,393
"Renfroe, Hunter",92.2,112.5,20,406
"Soler, Jorge",92.2,110,26,425
"Alvarez, Yordan",92.2,114.6,23,412
"González, Luis",92.2,99.8,33,384
"Mateo, Jorge",92.2,99.6,29,393
"Hiura, Keston",92.2,104.7,32,400
"Trout, Mike",92.2,106.2,26,378
"Santander, Anthony",92.1,97,29,375
"Canha, Mark",92.1,103.7,34,388
"Ohtani, Shohei",92.1,104.4,27,394
"Pederson, Joc",92.1,105.3,28,410
"Semien, Marcus",92.1,102.6,30,416
"Harper, Bryce",92.1,109.1,22,404
"Alfaro, Jorge",92.1,102.3,26,373
"Huff, Sam",92.1,109.1,28,435
"Walker, Christian",92.1,102.8,23,403
"Trejo, Alan",92.1,96.9,29,332
"García, Avisaíl",92.1,107.9,29,443
"Taylor, Chris",92.1,104.6,26,357
"Martinez, J.D.",92.1,110.2,24,413
"Cruz, Oneil",92.1,115.8,16,427
"d'Arnaud, Travis",92.1,101.4,22,392
"McCarthy, Jake",92.1,105.4,31,419
"Alonso, Pete",92.1,100.6,39,353
"Chavis, Michael",92.1,97.8,29,365
"Altuve, Jose",92.1,100,38,381
"Wallner, Matt",92.1,113.8,45,341
"Moustakas, Mike",92.1,106.5,31,416
"Peralta, David",92.1,102.3,29,408
"Canha, Mark",92.1,102.2,24,389
"Higashioka, Kyle",92.1,105.9,25,397
"Fortes, Nick",92.1,103.6,24,408
"Rosario, Amed",92.1,102.4,24,382
"Urías, Luis",92.1,105.9,25,413
"Reynolds, Bryan",92,105.1,28,396
"Jiménez, Eloy",92,108.9,26,425
"Turner, Justin",92,105,32,398
"Escobar, Eduardo",92,106.8,36,405
"Fairchild, Stuart",92,103.4,29,410
"Mancini, Trey",92,107.6,28,438
"Rodríguez, Julio",92,104.3,30,392
"Goldschmidt, Paul",92,108.9,32,427
"Lowe, Nathaniel",92,107.8,20,398
"Winker, Jesse",92,106.9,31,439
"Seager, Corey",92,99,28,402
"Carpenter, Kerry",92,98.8,32,347
"Springer, George",92,105.1,23,375
"Fraley, Jake",92,103.7,31,389
"Fairchild, Stuart",92,102.8,43,364
"Devers, Rafael",92,110.7,26,434
"Mathias, Mark",92,101,33,397
"Kim, Ha-Seong",92,101.7,26,390
"Maile, Luke",92,99.3,28,368
"Moran, Colin",92,108,37,400
"Toro, Abraham",92,99.9,27,379
"Gorman, Nolan",92,107.9,26,428
"Luplow, Jordan",92,97.8,17,279
"Morel, Christopher",92,111.3,25,417
"Hedges, Austin",92,101.6,25,387
"Rutschman, Adley",92,105,27,427
"Rivera, Emmanuel",92,102.7,37,385
"Mancini, Trey",92,107.6,32,408
"Myers, Wil",92,108.2,26,421
"Bouchard, Sean",92,93.4,31,364
"Hernández, César",92,100.8,35,398
"Gallo, Joey",91.9,110.2,33,437
"Alonso, Pete",91.9,101.7,31,394
"Montero, Elehuris",91.9,101.3,25,398
"Marte, Starling",91.9,109.2,20,418
"García, Adolis",91.9,104.9,32,386
"Turner, Justin",91.9,98.9,30,383
"Judge, Aaron",91.9,108.4,27,413
"Polanco, Jorge",91.9,99.4,31,384
"Laureano, Ramón",91.9,108.3,25,397
"Gonzalez, Oscar",91.9,110.4,20,433
"Murphy, Sean",91.9,104.7,21,377
"Brown, Seth",91.9,107.4,36,374
"Semien, Marcus",91.9,104.4,31,418
"Chapman, Matt",91.9,107.6,22,431
"Bogaerts, Xander",91.9,103.9,28,413
"Thaiss, Matt",91.9,105.8,25,409
"Ozuna, Marcell",91.9,106.8,28,403
"Stanton, Giancarlo",91.9,111,21,436
"Trammell, Taylor",91.9,112.3,31,442
"Reynolds, Bryan",91.9,107.8,37,376
"Muñoz, Yairo",91.9,104.7,36,386
"Suárez, Eugenio",91.9,104.5,26,427
"Dickerson, Corey",91.9,101.6,37,395
"White, Eli",91.9,96.4,26,342
"Tucker, Kyle",91.9,102.9,25,404
"Torres, Gleyber",91.9,106.3,34,407
"Ozuna, Marcell",91.9,109,20,413
"Kelly, Carson",91.9,103.3,24,426
"Buxton, Byron",91.9,113,28,446
"Anderson, Tim",91.9,99.2,28,395
"Wong, Connor",91.9,108.8,28,439
"Marte, Ketel",91.9,109.3,19,423
"Fraley, Jake",91.8,96.2,32,367
"Pinder, Chad",91.8,100.8,32,398
"Donaldson, Josh",91.8,108.5,24,403
"Cron, C.J.",91.8,103.4,23,376
"Vogt, Stephen",91.8,104.3,27,426
"Hernandez, Yadiel",91.8,103.2,32,390
"Wisdom, Patrick",91.8,106.7,22,361
"Perez, Salvador",91.8,104.9,40,388
"Suzuki, Seiya",91.8,101,22,355
"Jansen, Danny",91.8,104.8,27,408
"Cruz, Oneil",91.8,106.6,28,398
"Harper, Bryce",91.8,113.5,28,438
"McCormick, Chas",91.8,103.7,27,381
"LeMahieu, DJ",91.8,103.7,25,379
"Arozarena, Randy",91.8,105.2,30,389
"Nido, Tomás",91.8,102.9,30,405
"Alvarez, Yordan",91.8,107.3,30,435
"Franco, Wander",91.8,99.5,25,349
"Almonte, Abraham",91.8,110.7,36,421
"Guerrero Jr., Vladimir",91.8,105.3,22,392
"Buxton, Byron",91.8,104,38,369
"Buxton, Byron",91.8,102.6,30,401
"Segura, Jean",91.8,106.9,21,411
"Betts, Mookie",91.8,106,24,411
"Urshela, Gio",91.8,97.3,36,386
"Paredes, Isaac",91.8,104.1,24,387
"Verdugo, Alex",91.8,103.2,23,408
"Laureano, Ramón",91.8,106.2,30,408
"Fortes, Nick",91.8,98.5,28,359
"Dubón, Mauricio",91.7,95.8,42,352
"Hernández, Teoscar",91.7,112.7,27,437
"Cave, Jake",91.7,105.2,37,400
"d'Arnaud, Travis",91.7,100.2,29,409
"Profar, Jurickson",91.7,104.9,30,393
"Renfroe, Hunter",91.7,101.5,30,389
"Carpenter, Kerry",91.7,106.2,23,395
"Freeman, Freddie",91.7,108.5,22,417
"Walls, Taylor",91.7,103,34,387
"Fletcher, David",91.7,98.3,20,354
"Díaz, Yandy",91.7,101.5,28,400
"Carpenter, Kerry",91.7,102.9,26,392
"Murphy, Tom",91.7,109.7,26,423
"Grisham, Trent",91.7,94.9,28,347
"Rizzo, Anthony",91.7,94.8,30,366
"McCormick, Chas",91.7,101,28,375
"Lopez, Alejo",91.7,102.9,28,400
"Rengifo, Luis",91.7,102,28,368
"Gomes, Yan",91.7,103.7,32,420
"Crawford, J.P.",91.7,104.5,29,417
"Profar, Jurickson",91.7,94.4,34,336
"Hernández, Teoscar",91.7,108.4,28,421
"Wong, Kolten",91.7,103,37,404
"Merrifield, Whit",91.7,102.5,30,401
"Goldschmidt, Paul",91.7,102.6,30,408
"Goldschmidt, Paul",91.7,104.3,32,388
"Suárez, Eugenio",91.7,104,27,364
"Bregman, Alex",91.7,97.1,37,363
"Calhoun, Kole",91.7,106.2,29,366
"Vaughn, Andrew",91.7,104.3,35,392
"Betts, Mookie",91.7,105,26,421
"Edman, Tommy",91.7,107.3,30,427
"Sánchez, Jesús",91.7,108.1,23,417
"Vaughn, Andrew",91.7,102,26,391
"Pham, Tommy",91.6,105.6,28,412
"India, Jonathan",91.6,103.1,30,421
"Walsh, Jared",91.6,107.1,29,427
"Haniger, Mitch",91.6,107.8,27,411
"Thomas, Lane",91.6,108.4,23,362
"Soler, Jorge",91.6,103.2,25,403
"Winker, Jesse",91.6,102.7,34,392
"Cron, C.J.",91.6,110,37,504
"Naylor, Josh",91.6,104.1,30,401
"Hedges, Austin",91.6,90.7,31,356
"Cooper, Garrett",91.6,107.2,35,413
"Profar, Jurickson",91.6,103.4,34,375
"Duvall, Adam",91.6,104.9,35,421
"Montero, Elehuris",91.6,101.2,28,418
"Contreras, William",91.6,113.7,27,420
"Lindor, Francisco",91.6,100,38,359
"Hall, Darick",91.6,104.2,30,406
"Carpenter, Matt",91.6,101.1,29,399
"Springer, George",91.6,107.1,22,411
"France, Ty",91.6,108.9,24,417
"Crawford, Brandon",91.6,96.7,30,367
"Judge, Aaron",91.6,105.5,29,410
"Pérez, Roberto",91.6,102.5,27,386
"Goldschmidt, Paul",91.6,108.5,23,428
"Velazquez, Andrew",91.6,99.5,27,383
"Carpenter, Matt",91.6,104.7,37,384
"Grichuk, Randal",91.6,106.2,32,431
"Story, Trevor",91.6,104.9,27,408
"Verdugo, Alex",91.6,108.6,25,437
"Moran, Colin",91.6,104.8,34,404
"Pollock, AJ",91.6,105.7,31,421
"Ramírez, Harold",91.6,99.4,25,337
"Báez, Javier",91.6,107.4,38,360
"Rutschman, Adley",91.6,106.6,23,407
"Soler, Jorge",91.6,112.6,27,451
"Duffy, Matt",91.5,105.8,21,357
"Mountcastle, Ryan",91.5,107.8,24,414
"Haggerty, Sam",91.5,102.6,12,288
"Vogelbach, Daniel",91.5,104.6,34,406
"Drury, Brandon",91.5,102.6,23,353
"Camargo, Johan",91.5,104.8,31,433
"Cruz, Oneil",91.5,104,20,389
"Bichette, Bo",91.5,103.4,31,344
"Franco, Wander",91.5,108.3,25,417
"Goldschmidt, Paul",91.5,103,23,407
"Arozarena, Randy",91.5,102.9,31,402
"Margot, Manuel",91.5,106.3,21,416
"Nevin, Tyler",91.5,103.1,36,397
"Ríos, Edwin",91.5,96.4,35,374
"Suárez, Eugenio",91.5,107.4,35,423
"Sheets, Gavin",91.5,105.3,25,408
"Serven, Brian",91.5,93.6,31,382
"Hayes, Ke'Bryan",91.5,105,25,416
"Stassi, Max",91.5,102.2,31,387
"Kirk, Alejandro",91.5,110.1,21,397
"Realmuto, J.T.",91.5,106.3,35,397
"Bregman, Alex",91.5,102.6,39,373
"Santana, Carlos",91.5,105.9,36,382
"Suzuki, Seiya",91.5,107.8,24,435
"Grisham, Trent",91.5,100.1,33,368
"Trout, Mike",91.5,110.7,25,429
"Santana, Carlos",91.5,108,31,430
"Naylor, Josh",91.5,96.9,36,353
"Correa, Carlos",91.5,110.4,33,432
"Torres, Gleyber",91.5,103.5,35,392
"Marte, Starling",91.5,106.3,23,396
"Abreu, José",91.4,102.3,31,396
"Báez, Javier",91.4,99,25,380
"Canha, Mark",91.4,107,26,396
"Fraley, Jake",91.4,106.8,33,382
"García, Leury",91.4,99.9,33,379
"Sánchez, Gary",91.4,113.1,23,426
"Melendez, MJ",91.4,104.1,28,411
"Santander, Anthony",91.4,106.3,31,421
"Lowe, Nathaniel",91.4,104.6,27,415
"Schoop, Jonathan",91.4,105.3,41,364
"Contreras, Mark",91.4,104.2,39,382
"Stowers, Kyle",91.4,108.1,20,399
"Arozarena, Randy",91.4,105.5,31,390
"Buxton, Byron",91.4,112.8,27,452
"Betts, Mookie",91.4,98.2,31,383
"Torkelson, Spencer",91.4,105.5,27,434
"Contreras, William",91.4,106.2,26,403
"Melendez, MJ",91.4,102.3,27,418
"Nootbaar, Lars",91.4,107,22,398
"Carpenter, Matt",91.4,107.1,41,386
"McGuire, Reese",91.4,97.7,34,361
"Kim, Ha-Seong",91.4,103.1,32,393
"Betts, Mookie",91.4,107.7,21,416
"Goldschmidt, Paul",91.4,107.7,35,420
"Chapman, Matt",91.4,101.8,29,413
"d'Arnaud, Travis",91.4,111.5,22,418
"Riley, Austin",91.4,108.3,41,368
"Edman, Tommy",91.4,104.8,22,391
"Trammell, Taylor",91.4,105.2,23,423
"Reyes, Franmil",91.4,110.8,25,391
"Estrada, Thairo",91.4,101.7,33,375
"Toglia, Michael",91.4,103.1,36,391
"Andujar, Miguel",91.4,94.8,39,366
"Freeman, Freddie",91.4,110.9,25,408
"Arraez, Luis",91.4,102.6,34,403
"Gonzalez, Marwin",91.4,105.9,27,400
"Montero, Elehuris",91.4,102.9,26,425
"Cruz, Oneil",91.4,111.3,26,416
"Brosseau, Mike",91.4,104.1,30,400
"Varsho, Daulton",91.4,105.8,41,389
"Dickerson, Alex",91.4,91.8,30,350
"Adames, Willy",91.4,108.6,27,442
"Devers, Rafael",91.4,107.4,30,425
"Flores, Wilmer",91.4,105.4,23,400
"Cron, C.J.",91.4,105.3,29,404
"Renfroe, Hunter",91.4,104.4,27,429
"Ruiz, Keibert",91.4,102.5,37,384
"Luplow, Jordan",91.3,102.8,34,402
"Judge, Aaron",91.3,107.4,31,420
"La Stella, Tommy",91.3,106.8,31,464
"Kim, Ha-Seong",91.3,104.5,22,416
"Carpenter, Kerry",91.3,100.2,27,396
"Marte, Starling",91.3,106.9,24,418
"Hernandez, Yadiel",91.3,104.9,25,390
"Maldonado, Martín",91.3,108.4,34,407
"Donovan, Brendan",91.3,101.8,26,390
"Phillips, Brett",91.3,104.3,39,384
"Albies, Ozzie",91.3,101.8,34,400
"Pujols, Albert",91.3,107.5,22,437
"Schwarber, Kyle",91.3,97.2,30,366
"Realmuto, J.T.",91.3,107.7,34,409
"Contreras, Willson",91.3,101.4,35,382
"Torres, Gleyber",91.3,104.8,26,402
"Polanco, Jorge",91.3,101.5,31,409
"García, Adolis",91.3,102.8,38,400
"Call, Alex",91.3,97.3,40,353
"Carpenter, Kerry",91.3,104,34,429
"Hall, Darick",91.3,98.2,38,367
"Cruz, Nelson",91.3,113.3,29,440
"García, Adolis",91.3,107.8,25,453
"Biggio, Cavan",91.3,98,31,395
"Smith, Will",91.3,107.5,37,403
"Chirinos, Robinson",91.3,102.3,29,381
"Solak, Nick",91.3,107.3,29,377
"Siri, Jose",91.3,111.4,22,439
"Vierling, Matt",91.3,102.6,27,416
"Jung, Josh",91.3,107.6,30,416
"Hiura, Keston",91.3,108.7,26,447
"Thomas, Lane",91.3,91.7,29,349
"Betts, Mookie",91.3,97,31,369
"Olson, Matt",91.3,110.1,22,416
"Tsutsugo, Yoshi",91.2,99.3,25,387
"Ríos, Edwin",91.2,104.4,27,390
"Melendez, MJ",91.2,108.6,38,388
"Yastrzemski, Mike",91.2,106.3,38,412
"Lewis, Kyle",91.2,103.8,23,387
"Jiménez, Eloy",91.2,111.4,26,449
"Lux, Gavin",91.2,106.7,34,431
"Tellez, Rowdy",91.2,110,24,444
"Tellez, Rowdy",91.2,105.9,32,384
"Barnhart, Tucker",91.2,101.6,28,375
"Ward, Taylor",91.2,101.1,31,388
"Myers, Wil",91.2,101.3,27,377
"Farmer, Kyle",91.2,101.6,30,403
"Garver, Mitch",91.2,102.7,29,401
"Profar, Jurickson",91.2,99.6,22,372
"Dozier, Hunter",91.2,108.1,28,392
"Torres, Gleyber",91.2,106.7,38,398
"Casali, Curt",91.2,102.3,29,416
"Harris II, Michael",91.2,103.2,32,410
"Alonso, Pete",91.2,111.6,39,358
"Wynns, Austin",91.2,102.7,25,394
"De La Cruz, Bryan",91.2,108.9,25,370
"Suwinski, Jack",91.2,111.8,25,387
"Merrifield, Whit",91.2,99.4,29,386
"Harris II, Michael",91.2,109.9,25,437
"McMahon, Ryan",91.2,103.1,31,447
"Schwarber, Kyle",91.2,110.2,34,424
"Vavra, Terrin",91.2,102.4,27,357
"Renfroe, Hunter",91.1,106.8,29,427
"Taylor, Tyrone",91.1,106.7,22,409
"Bell, Josh",91.1,105.7,23,426
"Flores, Wilmer",91.1,100.4,37,384
"Cronenworth, Jake",91.1,102.8,33,380
"Betts, Mookie",91.1,104.1,30,390
"Turner, Justin",91.1,102.9,25,410
"Melendez, MJ",91.1,106.3,24,437
"Moreno, Gabriel",91.1,102.5,25,399
"Varsho, Daulton",91.1,108.1,25,403
"Díaz, Aledmys",91.1,104.9,29,394
"Gonzalez, Marwin",91.1,103.5,25,410
"Andrus, Elvis",91.1,104.4,29,409
"Walker, Christian",91.1,106.6,20,376
"Turner, Trea",91.1,102.1,33,396
"Springer, George",91.1,99.4,28,383
"Garver, Mitch",91.1,105.4,26,413
"Phillips, Brett",91.1,102.2,41,370
"Call, Alex",91.1,102.8,35,408
"Castro, Willi",91.1,102.4,33,398
"McCormick, Chas",91.1,94.7,36,337
"Muncy, Max",91.1,107.4,36,410
"Walls, Taylor",91.1,100,27,364
"Merrifield, Whit",91.1,104.2,32,413
"Davis, J.D.",91.1,106.7,26,377
"Grisham, Trent",91.1,111.1,22,373
"Drury, Brandon",91.1,100,28,390
"Turner, Justin",91.1,103.9,33,397
"Kennedy, Buddy",91.1,104.9,25,394
"Cron, C.J.",91.1,107.6,28,430
"Ramírez, José",91,106.4,29,422
"Rosario, Eddie",91,104.5,33,424
"Castro, Rodolfo",91,106.1,31,412
"Segura, Jean",91,106.1,36,380
"Reynolds, Bryan",91,103.9,32,407
"Maldonado, Martín",91,103.1,34,385
"Varsho, Daulton",91,108,22,439
"Torres, Gleyber",91,106.6,27,438
"Bregman, Alex",91,100.3,37,372
"Ruiz, Keibert",91,102.7,26,373
"Judge, Aaron",91,112,34,397
"Murphy, Sean",91,111.5,25,454
"Guthrie, Dalton",91,102.3,26,386
"Hampson, Garrett",91,98.6,35,387
"Polanco, Jorge",91,105.4,30,421
"Swanson, Dansby",91,106.7,27,436
"Soto, Juan",91,110.3,18,400
"Capel, Conner",91,108.5,22,371
"Voit, Luke",91,101.1,35,379
"Dalbec, Bobby",91,108.5,42,394
"Castillo, Diego",91,101.8,34,379
"Vargas, Ildemaro",91,105.4,42,389
"Barnes, Austin",91,100.6,31,394
"Cabrera, Oswaldo",91,103.8,30,408
"Marte, Ketel",91,107.9,24,438
"Biggio, Cavan",91,103.5,26,370
"Joe, Connor",91,103,28,444
"Rizzo, Anthony",91,105.2,35,409
"Hoskins, Rhys",91,112.2,19,393
"Miranda, Jose",91,105.5,26,404
"India, Jonathan",91,107.7,22,369
"Naylor, Josh",91,108.6,26,415
"Freeman, Freddie",91,104.1,33,403
"Betts, Mookie",91,102.2,29,396
"Urías, Ramón",91,104.6,25,421
"Lindor, Francisco",91,110.3,25,390
"Suárez, Eugenio",90.9,110,22,416
"Seager, Corey",90.9,110.9,25,406
"Díaz, Yandy",90.9,104.4,30,411
"Urshela, Gio",90.9,109,24,434
"Ford, Mike",90.9,96.5,26,392
"Tucker, Kyle",90.9,108.5,28,445
"Taylor, Michael A.",90.9,105.7,29,432
"Gorman, Nolan",90.9,104.6,34,424
"Ward, Taylor",90.9,104,24,411
"Realmuto, J.T.",90.9,105.8,42,383
"Lowe, Brandon",90.9,106.1,27,414
"Ramírez, José",90.9,105.4,28,413
"Velazquez, Andrew",90.9,100.5,36,372
"Story, Trevor",90.9,101.9,27,382
"Bregman, Alex",90.9,103,31,381
"Morel, Christopher",90.9,103.2,42,391
"Trout, Mike",90.9,112.9,23,472
"Chapman, Matt",90.9,107.2,25,418
"Riley, Austin",90.9,108.9,32,426
"Joe, Connor",90.9,107.2,28,426
"Farmer, Kyle",90.9,99.6,29,400
"Pollock, AJ",90.9,104.5,26,388
"Guerrero Jr., Vladimir",90.9,110,25,428
"Pujols, Albert",90.9,105.4,30,429
"Ward, Taylor",90.9,104.6,23,416
"France, Ty",90.9,104.4,31,398
"Walsh, Jared",90.8,106.7,33,411
"Schwarber, Kyle",90.8,108.1,41,413
"Peterson, Jace",90.8,105.9,33,432
"Muncy, Max",90.8,102.6,33,443
"Yepez, Juan",90.8,114.4,23,398
"Seager, Corey",90.8,102.8,29,406
"Santander, Anthony",90.8,102.3,27,411
"Seager, Corey",90.8,103.3,32,407
"Machado, Manny",90.8,102.6,30,411
"Suzuki, Seiya",90.8,102.8,29,397
"Martinez, J.D.",90.8,103.4,28,392
"Hedges, Austin",90.8,105.1,23,406
"Marsh, Brandon",90.8,107.3,25,423
"Hoskins, Rhys",90.8,103.4,38,399
"Bethancourt, Christian",90.8,108.7,35,420
"DeJong, Paul",90.8,101.2,37,397
"Grisham, Trent",90.8,99.4,34,353
"Schwarber, Kyle",90.8,105.8,26,432
"Laureano, Ramón",90.8,109,21,403
"Langeliers, Shea",90.8,107,31,423
"Ward, Taylor",90.8,112.6,22,418
"Báez, Javier",90.8,107.9,20,398
"Marte, Starling",90.8,106,28,391
"Higgins, P.J.",90.8,94.3,28,378
"Rivera, Emmanuel",90.8,107.6,26,418
"Smith, Pavin",90.8,109.2,23,408
"Contreras, Willson",90.8,105.8,23,391
"Rizzo, Anthony",90.8,103.5,34,384
"McMahon, Ryan",90.8,103.5,27,400
"Hoskins, Rhys",90.8,104.8,33,385
"Maton, Nick",90.8,103.5,30,414
"Soto, Juan",90.8,110.7,19,429
"Alonso, Pete",90.8,108.6,24,423
"Carlson, Dylan",90.8,107,28,407
"Happ, Ian",90.8,105,29,422
"Witt Jr., Bobby",90.8,108.2,29,418
"Smith, Will",90.8,106.3,34,397
"Gurriel, Yuli",90.7,104.3,24,391
"Renfroe, Hunter",90.7,108.7,26,427
"Judge, Aaron",90.7,111.3,26,429
"García, Luis",90.7,102.3,27,385
"Mountcastle, Ryan",90.7,101.6,33,373
"Rizzo, Anthony",90.7,100.6,30,415
"Zunino, Mike",90.7,105.2,21,408
"Heim, Jonah",90.7,107.8,20,391
"Davis, J.D.",90.7,105.1,35,409
"Laureano, Ramón",90.7,101.4,34,403
"Springer, George",90.7,111.5,24,431
"De La Cruz, Bryan",90.7,110.1,25,434
"Myers, Wil",90.7,102.4,30,384
"Santana, Carlos",90.7,102.7,23,391
"Hernández, Teoscar",90.7,109.3,23,414
"Burger, Jake",90.7,107.8,26,427
"Candelario, Jeimer",90.7,106.6,27,404
"Torrens, Luis",90.7,102,25,381
"Witt Jr., Bobby",90.7,106.1,36,383
"Judge, Aaron",90.7,115.5,18,431
"Contreras, Willson",90.7,101.9,30,372
"Haase, Eric",90.7,104.5,21,355
"Olson, Matt",90.7,102.1,26,405
"Contreras, Willson",90.7,104.5,23,362
"Bregman, Alex",90.7,99.2,33,376
"Smith, Will",90.6,103,30,398
"Alonso, Pete",90.6,113.1,27,437
"Drury, Brandon",90.6,100.6,28,452
"Bell, Josh",90.6,105.6,23,411
"Adell, Jo",90.6,106.4,21,388
"Morel, Christopher",90.6,103.3,27,374
"Demeritte, Travis",90.6,105.3,22,368
"Kirk, Alejandro",90.6,108.9,28,416
"Vázquez, Christian",90.6,101.6,31,400
"Merrifield, Whit",90.6,105.9,24,388
"Miranda, Jose",90.6,106.9,25,413
"García, Leury",90.6,96.4,29,361
"Freeman, Freddie",90.6,105.1,34,400
"Lux, Gavin",90.6,104.8,27,421
"Hernández, Enrique",90.6,98.8,29,380
"Votto, Joey",90.6,108.3,30,404
"Allen, Nick",90.6,104.6,21,391
"Machado, Manny",90.6,104.7,21,421
"García, Adolis",90.6,97.9,30,359
"Bruján, Vidal",90.6,101.1,26,406
"Castellanos, Nick",90.6,98.7,30,351
"Paredes, Isaac",90.6,99.2,30,379
"Culberson, Charlie",90.6,96.8,30,390
"Taylor, Tyrone",90.6,104,37,385
"Cron, C.J.",90.5,110.1,25,457
"Bell, Josh",90.5,103.6,26,408
"Kwan, Steven",90.5,99.9,32,400
"Pham, Tommy",90.5,104.5,26,424
"Trout, Mike",90.5,101.3,31,408
"Gomes, Yan",90.5,101.2,27,385
"Cronenworth, Jake",90.5,101.2,27,377
"Santana, Carlos",90.5,104.6,28,434
"Witt Jr., Bobby",90.5,110.3,22,438
"Arenado, Nolan",90.5,105.3,26,410
"Bregman, Alex",90.5,100.5,27,389
"Tovar, Ezequiel",90.5,103.7,25,405
"Rodríguez, Julio",90.5,114,21,423
"Rodgers, Brendan",90.5,102.7,37,407
"Harris II, Michael",90.5,101.4,36,351
"Flores, Wilmer",90.5,101.8,31,395
"Altuve, Jose",90.5,100.8,41,373
"Cron, C.J.",90.5,110.9,30,466
"Alvarez, Yordan",90.5,110,33,429
"Luplow, Jordan",90.5,108.3,36,433
"Seager, Corey",90.5,107.8,28,418
"Yepez, Juan",90.5,104.7,30,406
"Nootbaar, Lars",90.5,100.2,25,386
"Dickerson, Corey",90.5,101.7,22,377
"Dubón, Mauricio",90.5,103.3,31,405
"Toro, Abraham",90.5,101,26,350
"Lux, Gavin",90.5,102.6,24,386
"Trout, Mike",90.5,105.9,30,409
"Riley, Austin",90.4,110.2,21,441
"Mejía, Francisco",90.4,102.1,24,360
"O'Neill, Tyler",90.4,109.6,23,420
"Franco, Wander",90.4,112.4,22,363
"Walker, Christian",90.4,101.5,26,397
"Tucker, Kyle",90.4,108.7,22,373
"Gordon, Nick",90.4,105.7,30,404
"Heredia, Guillermo",90.4,107.2,23,390
"Hernandez, Yadiel",90.4,103.1,27,413
"Farmer, Kyle",90.4,95.6,35,360
"Calhoun, Kole",90.4,99.4,28,370
"Cooper, Garrett",90.4,106,25,402
"Reyes, Franmil",90.4,105.8,28,381
"Schwarber, Kyle",90.4,106.8,26,415
"Aguilar, Jesús",90.4,103.9,34,412
"Renfroe, Hunter",90.4,108.3,28,444
"Arenado, Nolan",90.4,102.2,39,374
"Hernández, Teoscar",90.4,114.1,26,461
"Perez, Salvador",90.4,109.7,27,420
"Caratini, Victor",90.4,107.6,20,411
"McCormick, Chas",90.4,102.5,38,382
"Ohtani, Shohei",90.4,111.4,19,382
"Stephenson, Tyler",90.4,102.7,31,393
"Collins, Zack",90.4,107.9,35,432
"Martinez, J.D.",90.4,104.5,24,389
"Moncada, Yoán",90.4,102.7,35,401
"Lux, Gavin",90.4,102.2,29,402
"Ramírez, Harold",90.4,109.7,22,391
"Wisdom, Patrick",90.4,112.2,23,415
"Nimmo, Brandon",90.3,101.7,36,370
"Judge, Aaron",90.3,103.5,26,392
"Pham, Tommy",90.3,98.4,28,370
"Judge, Aaron",90.3,112,22,418
"Bethancourt, Christian",90.3,108.3,30,424
"LeMahieu, DJ",90.3,105.7,19,395
"Martinez, J.D.",90.3,101.8,29,404
"Castellanos, Nick",90.3,105.6,29,426
"Brinson, Lewis",90.3,105.6,37,400
"Cruz, Oneil",90.3,104.5,24,416
"Smith, Will",90.3,106.8,30,465
"Bleday, JJ",90.3,102.4,44,339
"Nimmo, Brandon",90.3,104.1,29,398
"Voit, Luke",90.3,110,23,380
"Tucker, Kyle",90.3,104,35,406
"Gomes, Yan",90.3,106.5,28,404
"Rengifo, Luis",90.3,103.2,31,397
"Neuse, Sheldon",90.2,105.2,24,404
"Smith, Pavin",90.2,102.4,31,415
"Paredes, Isaac",90.2,100.7,28,402
"Swanson, Dansby",90.2,105.8,23,417
"Odor, Rougned",90.2,103.8,35,381
"Mullins, Cedric",90.2,96.7,32,377
"Stubbs, Garrett",90.2,98.5,31,385
"Odor, Rougned",90.2,106.7,24,405
"Suárez, Eugenio",90.2,102.8,34,353
"Melendez, MJ",90.2,107,33,385
"White, Eli",90.2,105.2,31,417
"LeMahieu, DJ",90.2,97.6,29,350
"Aquino, Aristides",90.2,101.8,26,377
"Haase, Eric",90.2,103.9,22,377
"Betts, Mookie",90.2,100.7,35,370
"Chapman, Matt",90.2,107.2,24,422
"Abreu, José",90.2,107.9,20,399
"Bichette, Bo",90.2,101.9,25,380
"Trout, Mike",90.2,109.2,22,414
"Urías, Luis",90.2,99,34,379
"Peterson, Jace",90.2,98.7,35,395
"Meneses, Joey",90.2,108.6,26,422
"Carlson, Dylan",90.2,106.7,26,431
"Franco, Maikel",90.2,103.5,38,405
"Kim, Ha-Seong",90.2,105.6,32,412
"Arraez, Luis",90.2,102.7,36,396
